==32911== NVPROF is profiling process 32911, command: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 2 -c
==32911== Profiling application: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 2 -c
==32911== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,ms,ms,ms,
"GPU activities",92.691361,74.207235,160,463.795221,109.669379,978.492920,"g_combined_kernel(int, int, int, int, grid, parameters, dt_info, particles_pointers, field_pointers, ids_pointers, grd_pointers)"
"GPU activities",4.081825,3.267845,1920,1.702002,0.067229,5.339580,"[CUDA memcpy HtoD]"
"GPU activities",3.226814,2.583336,1400,1.845240,0.060893,5.072585,"[CUDA memcpy DtoH]"
"API calls",97.742453,79.977960,80,999.724505,239.271151,2079.239530,"cudaDeviceSynchronize"
"API calls",1.415633,1.158345,28,41.369454,32.218503,265.573915,"cudaHostAlloc"
"API calls",0.450432,0.368567,1240,0.297231,0.203788,12.359154,"cudaMemcpy"
"API calls",0.353759,0.289464,28,10.337988,9.638068,15.326395,"cudaFreeHost"
"API calls",0.019467,0.015929,2080,0.007658,0.004355,0.116859,"cudaMemcpyAsync"
"API calls",0.006486,0.005307,27,0.196561,0.138903,0.790428,"cudaMalloc"
"API calls",0.005143,0.004208,160,0.026302,0.012561,0.167582,"cudaLaunchKernel"
"API calls",0.004292,0.003512,27,0.130065,0.100432,0.305334,"cudaFree"
"API calls",0.001746,0.001429,192,0.007441,0.000320,0.340312,"cuDeviceGetAttribute"
"API calls",0.000295,0.000241,2,0.120559,0.115415,0.125704,"cuDeviceTotalMem"
"API calls",0.000129,0.000106,2,0.052949,0.040975,0.064924,"cuDeviceGetName"
"API calls",0.000075,0.000061,2,0.030667,0.003994,0.057340,"cudaStreamCreate"
"API calls",0.000051,0.000041,2,0.020669,0.004222,0.037116,"cudaStreamDestroy"
"API calls",0.000029,0.000024,2,0.012034,0.007474,0.016594,"cuDeviceGetPCIBusId"
"API calls",0.000005,0.000004,3,0.001284,0.000531,0.002226,"cuDeviceGetCount"
"API calls",0.000004,0.000003,4,0.000826,0.000376,0.001640,"cuDeviceGet"
"API calls",0.000002,0.000001,2,0.000630,0.000437,0.000824,"cuDeviceGetUuid"
