==679== NVPROF is profiling process 679, command: ./bin/sputniPIC.out inputfiles/GEM_2D.inp -t 32 -c
==679== Profiling application: ./bin/sputniPIC.out inputfiles/GEM_2D.inp -t 32 -c
==679== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,ms,ms,ms,
"GPU activities",82.061795,28.492883,40,712.322069,653.125766,770.681560,"g_combined_kernel(int, int, int, int, grid, parameters, dt_info, particles_pointers, field_pointers, ids_pointers, grd_pointers)"
"GPU activities",10.993371,3.817036,1080,3.534292,0.067613,14.903771,"[CUDA memcpy HtoD]"
"GPU activities",6.944835,2.411334,680,3.546078,0.060861,14.894716,"[CUDA memcpy DtoH]"
"API calls",99.259071,35.846157,1760,20.367134,0.237924,785.271335,"cudaMemcpy"
"API calls",0.713208,0.257566,27,9.539486,0.176368,252.465427,"cudaMalloc"
"API calls",0.011388,0.004112,27,0.152313,0.097011,0.709105,"cudaFree"
"API calls",0.009405,0.003397,40,0.084914,0.067963,0.212696,"cudaLaunchKernel"
"API calls",0.004013,0.001449,192,0.007547,0.000298,0.359800,"cuDeviceGetAttribute"
"API calls",0.001881,0.000679,40,0.016983,0.010765,0.044393,"cudaDeviceSynchronize"
"API calls",0.000662,0.000239,2,0.119493,0.114617,0.124369,"cuDeviceTotalMem"
"API calls",0.000287,0.000104,2,0.051898,0.039832,0.063964,"cuDeviceGetName"
"API calls",0.000064,0.000023,2,0.011631,0.007195,0.016068,"cuDeviceGetPCIBusId"
"API calls",0.000009,0.000003,3,0.001088,0.000490,0.002197,"cuDeviceGetCount"
"API calls",0.000008,0.000003,4,0.000720,0.000338,0.001648,"cuDeviceGet"
"API calls",0.000003,0.000001,2,0.000568,0.000440,0.000696,"cuDeviceGetUuid"
