==1538== NVPROF is profiling process 1538, command: ./bin/sputniPIC.out inputfiles/GEM_2D.inp -t 128 -c
==1538== Profiling application: ./bin/sputniPIC.out inputfiles/GEM_2D.inp -t 128 -c
==1538== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,ms,ms,ms,
"GPU activities",73.548402,18.422373,40,460.559331,402.477879,566.899952,"g_combined_kernel(int, int, int, int, grid, parameters, dt_info, particles_pointers, field_pointers, ids_pointers, grd_pointers)"
"GPU activities",15.176052,3.801291,1080,3.519714,0.068541,15.851593,"[CUDA memcpy HtoD]"
"GPU activities",11.275546,2.824294,680,4.153373,0.060925,15.200970,"[CUDA memcpy DtoH]"
"API calls",98.976505,26.206383,1760,14.889990,0.248599,581.467365,"cudaMemcpy"
"API calls",0.979892,0.259450,27,9.609243,0.154103,254.990740,"cudaMalloc"
"API calls",0.016214,0.004293,40,0.107326,0.084426,0.242936,"cudaLaunchKernel"
"API calls",0.014989,0.003969,27,0.146992,0.095477,0.662568,"cudaFree"
"API calls",0.007890,0.002089,192,0.010880,0.000323,0.821949,"cuDeviceGetAttribute"
"API calls",0.003075,0.000814,40,0.020356,0.010577,0.047518,"cudaDeviceSynchronize"
"API calls",0.000902,0.000239,2,0.119435,0.114852,0.124019,"cuDeviceTotalMem"
"API calls",0.000392,0.000104,2,0.051916,0.039960,0.063873,"cuDeviceGetName"
"API calls",0.000108,0.000029,2,0.014270,0.006768,0.021772,"cuDeviceGetPCIBusId"
"API calls",0.000013,0.000004,3,0.001171,0.000411,0.002400,"cuDeviceGetCount"
"API calls",0.000011,0.000003,4,0.000698,0.000355,0.001472,"cuDeviceGet"
"API calls",0.000009,0.000002,2,0.001195,0.000667,0.001723,"cuDeviceGetUuid"
