==37115== NVPROF is profiling process 37115, command: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 1 -c
==37115== Profiling application: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 1 -c
==37115== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,ms,ms,s,
"GPU activities",92.643307,74.200280,80,927.503501,219.319140,1.956707,"g_combined_kernel(int, int, int, int, grid, parameters, dt_info, particles_pointers, field_pointers, ids_pointers, grd_pointers)"
"GPU activities",4.103674,3.286732,1360,2.416714,0.067421,0.010350,"[CUDA memcpy HtoD]"
"GPU activities",3.253019,2.605422,920,2.831980,0.060893,0.010228,"[CUDA memcpy DtoH]"
"API calls",97.757038,79.995607,80,999.945084,239.033732,2.081312,"cudaDeviceSynchronize"
"API calls",1.463443,1.197551,28,42.769676,32.203800,0.295451,"cudaHostAlloc"
"API calls",0.451849,0.369752,1240,0.298187,0.172091,0.009716,"cudaMemcpy"
"API calls",0.300557,0.245949,28,8.783899,8.199837,0.011719,"cudaFreeHost"
"API calls",0.011129,0.009107,1040,0.008756,0.004407,0.000101,"cudaMemcpyAsync"
"API calls",0.006138,0.005023,27,0.186021,0.138269,0.000733,"cudaMalloc"
"API calls",0.003906,0.003196,27,0.118382,0.086804,0.000279,"cudaFree"
"API calls",0.003601,0.002946,80,0.036829,0.015926,0.000207,"cudaLaunchKernel"
"API calls",0.001670,0.001367,192,0.007117,0.000295,0.000312,"cuDeviceGetAttribute"
"API calls",0.000278,0.000228,2,0.113930,0.107669,0.000120,"cuDeviceTotalMem"
"API calls",0.000172,0.000140,1,0.140455,0.140455,0.000140,"cudaStreamCreate"
"API calls",0.000121,0.000099,2,0.049698,0.037739,0.000062,"cuDeviceGetName"
"API calls",0.000059,0.000048,1,0.048304,0.048304,0.000048,"cudaStreamDestroy"
"API calls",0.000030,0.000024,2,0.012227,0.007371,0.000017,"cuDeviceGetPCIBusId"
"API calls",0.000004,0.000003,3,0.001144,0.000397,0.000002,"cuDeviceGetCount"
"API calls",0.000003,0.000003,4,0.000697,0.000310,0.000002,"cuDeviceGet"
"API calls",0.000001,0.000001,2,0.000603,0.000420,0.000001,"cuDeviceGetUuid"
