==5726== NVPROF is profiling process 5726, command: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 2 -c
==5726== Profiling application: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 2 -c
==5726== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,ms,ms,ms,
"GPU activities",92.748089,74.203659,120,618.363821,219.266239,978.388512,"g_combined_kernel(int, int, int, int, grid, parameters, dt_info, particles_pointers, field_pointers, ids_pointers, grd_pointers)"
"GPU activities",4.031614,3.225517,1640,1.966778,0.066908,5.173222,"[CUDA memcpy HtoD]"
"GPU activities",3.220297,2.576418,1160,2.221049,0.060861,4.895443,"[CUDA memcpy DtoH]"
"API calls",97.787295,79.917741,80,998.971757,238.771100,2081.158033,"cudaDeviceSynchronize"
"API calls",1.443829,1.179985,28,42.142325,32.104355,293.933292,"cudaHostAlloc"
"API calls",0.444710,0.363444,1240,0.293100,0.195670,10.769000,"cudaMemcpy"
"API calls",0.291518,0.238247,28,8.508804,8.022256,11.035074,"cudaFreeHost"
"API calls",0.015680,0.012814,1560,0.008214,0.004338,0.107164,"cudaMemcpyAsync"
"API calls",0.006370,0.005206,27,0.192801,0.139609,0.700909,"cudaMalloc"
"API calls",0.004239,0.003464,120,0.028867,0.012117,0.178357,"cudaLaunchKernel"
"API calls",0.004030,0.003294,27,0.121986,0.089397,0.263984,"cudaFree"
"API calls",0.001626,0.001329,192,0.006921,0.000302,0.312490,"cuDeviceGetAttribute"
"API calls",0.000326,0.000266,2,0.133193,0.129300,0.137086,"cuDeviceTotalMem"
"API calls",0.000175,0.000143,2,0.071698,0.038477,0.104920,"cuDeviceGetName"
"API calls",0.000112,0.000092,2,0.045833,0.005277,0.086389,"cudaStreamCreate"
"API calls",0.000046,0.000037,2,0.018686,0.004004,0.033369,"cudaStreamDestroy"
"API calls",0.000031,0.000026,2,0.012780,0.007109,0.018452,"cuDeviceGetPCIBusId"
"API calls",0.000008,0.000006,4,0.001605,0.000342,0.005186,"cuDeviceGet"
"API calls",0.000004,0.000003,3,0.001074,0.000342,0.002325,"cuDeviceGetCount"
"API calls",0.000002,0.000001,2,0.000626,0.000460,0.000792,"cuDeviceGetUuid"
