==2082== NVPROF is profiling process 2082, command: ./bin/sputniPIC.out inputfiles/GEM_2D.inp -t 256 -c
==2082== Profiling application: ./bin/sputniPIC.out inputfiles/GEM_2D.inp -t 256 -c
==2082== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,ms,ms,ms,
"GPU activities",73.529164,18.544133,40,463.603332,408.418103,565.697333,"g_combined_kernel(int, int, int, int, grid, parameters, dt_info, particles_pointers, field_pointers, ids_pointers, grd_pointers)"
"GPU activities",15.214493,3.837111,1080,3.552880,0.068061,16.621450,"[CUDA memcpy HtoD]"
"GPU activities",11.256343,2.838862,680,4.174796,0.060861,15.565854,"[CUDA memcpy DtoH]"
"API calls",99.053065,26.387726,1760,14.993026,0.238255,581.930634,"cudaMemcpy"
"API calls",0.906220,0.241417,27,8.941370,0.163651,236.776639,"cudaMalloc"
"API calls",0.016993,0.004527,40,0.113173,0.082154,0.279942,"cudaLaunchKernel"
"API calls",0.014710,0.003919,27,0.145135,0.092008,0.714311,"cudaFree"
"API calls",0.005246,0.001397,192,0.007278,0.000305,0.333213,"cuDeviceGetAttribute"
"API calls",0.002317,0.000617,40,0.015434,0.008780,0.046810,"cudaDeviceSynchronize"
"API calls",0.000893,0.000238,2,0.118991,0.113686,0.124296,"cuDeviceTotalMem"
"API calls",0.000435,0.000116,2,0.057913,0.052625,0.063201,"cuDeviceGetName"
"API calls",0.000094,0.000025,2,0.012578,0.007054,0.018102,"cuDeviceGetPCIBusId"
"API calls",0.000012,0.000003,3,0.001036,0.000317,0.002234,"cuDeviceGetCount"
"API calls",0.000011,0.000003,4,0.000754,0.000326,0.001786,"cuDeviceGet"
"API calls",0.000004,0.000001,2,0.000492,0.000402,0.000582,"cuDeviceGetUuid"
