==7119== NVPROF is profiling process 7119, command: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 8 -c
==7119== Profiling application: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 8 -c
==7119== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,ms,ms,ms,
"GPU activities",92.654173,74.218360,400,185.545900,45.143591,244.889004,"g_combined_kernel(int, int, int, int, grid, parameters, dt_info, particles_pointers, field_pointers, ids_pointers, grd_pointers)"
"GPU activities",4.097349,3.282081,3600,0.911689,0.067485,1.455098,"[CUDA memcpy HtoD]"
"GPU activities",3.248477,2.602113,2840,0.916237,0.060829,1.453306,"[CUDA memcpy DtoH]"
"API calls",97.693028,80.074836,80,1000.935448,239.186065,2084.387974,"cudaDeviceSynchronize"
"API calls",1.501640,1.230831,28,43.958242,32.296438,328.348996,"cudaHostAlloc"
"API calls",0.444105,0.364014,1240,0.293559,0.211386,11.876390,"cudaMemcpy"
"API calls",0.295408,0.242133,28,8.647624,8.141768,11.170157,"cudaFreeHost"
"API calls",0.043605,0.035741,5200,0.006873,0.004425,0.104696,"cudaMemcpyAsync"
"API calls",0.009121,0.007476,400,0.018690,0.011339,0.201044,"cudaLaunchKernel"
"API calls",0.006397,0.005243,27,0.194190,0.139031,0.766311,"cudaMalloc"
"API calls",0.003904,0.003200,27,0.118520,0.087067,0.275035,"cudaFree"
"API calls",0.001756,0.001440,192,0.007498,0.000305,0.354574,"cuDeviceGetAttribute"
"API calls",0.000335,0.000275,8,0.034358,0.003007,0.159273,"cudaStreamCreate"
"API calls",0.000312,0.000255,2,0.127687,0.123561,0.131814,"cuDeviceTotalMem"
"API calls",0.000215,0.000176,8,0.022056,0.002496,0.123309,"cudaStreamDestroy"
"API calls",0.000129,0.000106,2,0.052968,0.039810,0.066127,"cuDeviceGetName"
"API calls",0.000025,0.000021,2,0.010314,0.006869,0.013760,"cuDeviceGetPCIBusId"
"API calls",0.000012,0.000010,4,0.002468,0.000386,0.008542,"cuDeviceGet"
"API calls",0.000005,0.000004,3,0.001351,0.000362,0.002387,"cuDeviceGetCount"
"API calls",0.000002,0.000001,2,0.000676,0.000510,0.000842,"cuDeviceGetUuid"
