==6800== NVPROF is profiling process 6800, command: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 8 -c
==6800== Profiling application: ./bin/sputniPIC.out inputfiles/GEM_2D_increased.inp -t 128 -s 8 -c
==6800== Profiling result:
"Type","Time(%)","Time","Calls","Avg","Min","Max","Name"
,%,s,,ms,ms,ms,
"GPU activities",92.715937,74.215366,400,185.538415,45.176960,244.854095,"g_combined_kernel(int, int, int, int, grid, parameters, dt_info, particles_pointers, field_pointers, ids_pointers, grd_pointers)"
"GPU activities",4.052754,3.244066,3600,0.901129,0.066909,1.402525,"[CUDA memcpy HtoD]"
"GPU activities",3.231310,2.586533,2840,0.910751,0.060861,1.364894,"[CUDA memcpy DtoH]"
"API calls",97.708857,80.019201,80,1000.240016,239.225026,2081.336145,"cudaDeviceSynchronize"
"API calls",1.493043,1.222736,28,43.669141,32.575555,312.312358,"cudaHostAlloc"
"API calls",0.438358,0.358996,1240,0.289512,0.210976,8.723549,"cudaMemcpy"
"API calls",0.294858,0.241476,28,8.624125,8.165863,10.914781,"cudaFreeHost"
"API calls",0.042625,0.034908,5200,0.006713,0.004344,0.110699,"cudaMemcpyAsync"
"API calls",0.009760,0.007993,400,0.019981,0.011579,0.176874,"cudaLaunchKernel"
"API calls",0.006239,0.005110,27,0.189247,0.137768,0.731301,"cudaMalloc"
"API calls",0.003752,0.003073,27,0.113810,0.085837,0.228637,"cudaFree"
"API calls",0.001601,0.001311,192,0.006830,0.000302,0.311393,"cuDeviceGetAttribute"
"API calls",0.000344,0.000281,2,0.140744,0.125073,0.156416,"cuDeviceTotalMem"
"API calls",0.000277,0.000227,8,0.028336,0.002847,0.147469,"cudaStreamCreate"
"API calls",0.000136,0.000111,2,0.055606,0.038944,0.072268,"cuDeviceGetName"
"API calls",0.000111,0.000091,8,0.011355,0.002687,0.038758,"cudaStreamDestroy"
"API calls",0.000030,0.000024,2,0.012126,0.007336,0.016917,"cuDeviceGetPCIBusId"
"API calls",0.000004,0.000003,3,0.001152,0.000448,0.002296,"cuDeviceGetCount"
"API calls",0.000003,0.000003,4,0.000693,0.000331,0.001533,"cuDeviceGet"
"API calls",0.000002,0.000001,2,0.000662,0.000472,0.000853,"cuDeviceGetUuid"
